CMDLINE /home/gourliek/anaconda3/envs/ent15y/bin/python3.9 profile_test.py
MEM 7376.160156 1719526130.6162
MEM 7513.410156 1719526130.7166
MEM 7558.910156 1719526130.8170
MEM 7558.910156 1719526130.9175
MEM 7558.910156 1719526131.0179
MEM 7558.910156 1719526131.1184
MEM 7558.910156 1719526131.2188
MEM 7558.910156 1719526131.3192
MEM 7558.910156 1719526131.4197
MEM 7558.910156 1719526131.5201
MEM 7558.910156 1719526131.6206
MEM 7559.160156 1719526131.7210
MEM 7559.535156 1719526131.8214
MEM 7559.535156 1719526131.9219
MEM 7559.535156 1719526132.0223
MEM 7559.535156 1719526132.1227
MEM 7559.535156 1719526132.2231
MEM 7559.535156 1719526132.3236
MEM 7559.535156 1719526132.4240
MEM 7559.535156 1719526132.5244
MEM 7559.535156 1719526132.6249
MEM 7559.535156 1719526132.7253
MEM 7559.535156 1719526132.8257
MEM 7559.535156 1719526132.9262
MEM 7559.535156 1719526133.0267
MEM 7559.535156 1719526133.1271
MEM 7559.535156 1719526133.2276
MEM 7559.535156 1719526133.3280
MEM 7559.535156 1719526133.4285
MEM 7559.535156 1719526133.5289
MEM 7559.535156 1719526133.6293
MEM 7559.535156 1719526133.7297
MEM 7559.535156 1719526133.8301
MEM 7559.535156 1719526133.9306
MEM 7559.535156 1719526134.0310
MEM 7559.785156 1719526134.1315
MEM 7559.785156 1719526134.2320
MEM 7559.785156 1719526134.3324
MEM 7559.785156 1719526134.4328
MEM 7559.785156 1719526134.5333
MEM 7559.785156 1719526134.6337
MEM 7559.785156 1719526134.7341
MEM 7559.785156 1719526134.8346
MEM 7559.785156 1719526134.9351
MEM 7559.785156 1719526135.0356
MEM 7560.160156 1719526135.1361
MEM 7560.160156 1719526135.2365
MEM 7560.160156 1719526135.3370
MEM 7560.160156 1719526135.4375
MEM 7560.160156 1719526135.5380
MEM 7560.160156 1719526135.6384
MEM 7560.160156 1719526135.7389
MEM 7560.160156 1719526135.8394
MEM 7560.160156 1719526135.9399
MEM 7560.160156 1719526136.0404
MEM 7560.160156 1719526136.1409
MEM 7560.160156 1719526136.2414
MEM 7560.160156 1719526136.3418
MEM 7560.160156 1719526136.4423
MEM 7560.160156 1719526136.5428
MEM 7560.160156 1719526136.6432
MEM 7560.160156 1719526136.7437
MEM 7560.160156 1719526136.8441
MEM 7560.160156 1719526136.9446
MEM 7560.160156 1719526137.0450
MEM 7560.160156 1719526137.1455
MEM 7560.160156 1719526137.2460
MEM 7560.160156 1719526137.3465
MEM 7560.160156 1719526137.4469
MEM 7560.160156 1719526137.5473
MEM 7560.160156 1719526137.6477
MEM 7560.160156 1719526137.7482
MEM 7560.160156 1719526137.8487
MEM 7560.535156 1719526137.9492
MEM 7560.535156 1719526138.0496
MEM 7560.535156 1719526138.1501
MEM 7560.535156 1719526138.2505
MEM 7560.535156 1719526138.3510
MEM 7560.535156 1719526138.4514
MEM 7560.910156 1719526138.5519
MEM 7561.160156 1719526138.6523
MEM 7561.160156 1719526138.7528
MEM 7561.160156 1719526138.8532
MEM 7561.160156 1719526138.9537
MEM 7561.160156 1719526139.0542
MEM 7561.160156 1719526139.1546
MEM 7561.160156 1719526139.2551
MEM 7561.410156 1719526139.3556
MEM 7561.410156 1719526139.4561
MEM 7561.785156 1719526139.5566
MEM 7561.785156 1719526139.6571
MEM 7561.785156 1719526139.7576
MEM 7561.785156 1719526139.8582
MEM 7561.785156 1719526139.9587
MEM 7561.785156 1719526140.0592
MEM 7561.785156 1719526140.1606
MEM 7562.035156 1719526140.2611
MEM 7562.035156 1719526140.3616
MEM 7562.035156 1719526140.4620
MEM 7562.035156 1719526140.5625
MEM 7562.035156 1719526140.6630
MEM 7562.035156 1719526140.7635
MEM 7562.035156 1719526140.8639
MEM 7562.035156 1719526140.9644
MEM 7562.035156 1719526141.0648
MEM 7562.035156 1719526141.1653
MEM 7562.035156 1719526141.2658
MEM 7562.035156 1719526141.3663
MEM 7562.035156 1719526141.4672
MEM 7562.035156 1719526141.5738
MEM 7562.035156 1719526141.6862
MEM 7562.035156 1719526141.7868
MEM 7562.035156 1719526141.8874
MEM 7562.035156 1719526141.9880
MEM 7562.035156 1719526142.0886
MEM 7562.035156 1719526142.1898
MEM 7562.035156 1719526142.2906
MEM 7562.035156 1719526142.3913
MEM 7562.035156 1719526142.4923
MEM 7562.035156 1719526142.5928
MEM 7562.035156 1719526142.6933
MEM 7562.035156 1719526142.7939
MEM 7562.035156 1719526142.8944
MEM 7562.035156 1719526142.9949
MEM 7562.035156 1719526143.0954
MEM 7562.035156 1719526143.1959
MEM 7562.035156 1719526143.2964
MEM 7562.035156 1719526143.4142
MEM 7562.035156 1719526143.5223
MEM 7562.035156 1719526143.6262
MEM 7562.035156 1719526143.7422
MEM 7562.035156 1719526143.8462
MEM 7562.035156 1719526143.9468
MEM 7562.035156 1719526144.0502
MEM 7562.035156 1719526144.1507
MEM 7562.035156 1719526144.2513
MEM 7562.285156 1719526144.3520
